iucn_sid,code,title,timing,scope,severity,score,invasive,score_num
44682,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
44683,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
44683,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
46865,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
46865,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
60088,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60088,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60100,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60100,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60104,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60104,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60105,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60105,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
60131,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
60131,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
60172,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60172,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60172,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60199,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
60199,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
60199,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60199,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
60199,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60199,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
60200,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60200,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
60200,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
60200,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
60200,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60200,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
60344,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
60344,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
61336,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
61336,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
61339,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
61339,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
61417,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61417,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61417,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61417,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61418,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61418,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
61418,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
61418,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61418,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
61442,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
61442,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
62256,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
62256,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
62256,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
62256,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
62256,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
62256,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
62256,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
62256,5.4.5,Persecution/control,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
63120,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
63120,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
63120,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
63120,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
63120,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
64400,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
64400,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
64400,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
64400,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
64400,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
64409,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
64409,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
64412,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
64412,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
64412,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
132722,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
132722,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
132722,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
132730,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
132730,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
132765,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
132765,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
132770,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
132770,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
132777,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
132777,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
132792,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
132792,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
132795,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
132795,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
132795,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
132830,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
132830,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
133142,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Medium Impact: 7,NA,7
133142,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Medium Impact: 7,NA,7
133714,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Medium Impact: 6,NA,6
133714,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,NA,NA,Medium Impact: 6,NA,6
153534,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Medium Impact: 6,NA,6
153534,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Medium Impact: 6,NA,6
154968,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
154968,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
155043,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
155043,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
155123,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
155123,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
158617,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
158617,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
161360,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
161360,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
161404,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
161404,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
161408,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161408,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161408,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161447,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161447,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161447,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161447,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161447,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161447,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161461,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161461,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161461,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161464,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161464,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161464,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161476,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161476,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
161476,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161476,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
161476,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161488,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161488,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161488,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161621,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
161621,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
161621,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
161621,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
161625,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161625,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161625,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
161626,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161626,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161626,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161626,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161626,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
161673,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
161673,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
161673,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
161673,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
161673,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
161720,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161720,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161720,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
161720,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
162917,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,7
162917,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,7
163141,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
163141,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
163144,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,8
163144,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,NA,8
163337,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
163337,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
165865,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
165865,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
166184,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
166184,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
166442,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
166442,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
166633,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
166633,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
166910,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
166910,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
166910,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
169972,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
169972,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
169987,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
169987,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
170025,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
170025,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
170035,5.4,Fishing & harvesting aquatic resources,"Past, Likely to Return",Unknown,Causing/Could cause fluctuations,Past Impact,NA,NA
170035,5.4.2,Intentional use: (large scale) [harvest],"Past, Likely to Return",Unknown,Causing/Could cause fluctuations,Past Impact,NA,NA
170061,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
170061,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
170094,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
170094,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
170094,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
170341,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
170341,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
170501,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
170501,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
170501,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
170501,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
176050,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
176050,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
180266,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
180266,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
180405,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
180405,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
180405,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
180518,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
180518,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
180518,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
181328,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
181328,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
181328,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
181359,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
181359,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
183347,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
183347,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
183347,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
183347,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
185021,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
185021,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
187714,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
187714,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
187944,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
187944,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
187944,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
190279,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
190279,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
190279,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
