iucn_sid,dimension,text,codes,sciname,taxon
183482,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Dactyloscopus lacteus,blennies
183519,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Halichoeres malpelo,wrasses_and_parrotfishes
183525,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Acanthemblemaria mangognatha,blennies
183539,threats,"The impact of potential threats to this species is poorly-known. There may be possible population declines due  	to fishing pressure in Galapagos. This fish is collected for the aquarium trade (Beltrán-León and Herrera, 2000), and minor captures are made by Galapagos artisanal fishers. Also, given this species preference for temperate waters, future oceanographic environmental changes associated with ENSO and global warming events may have detrimental effects on the marine ecosystems and this species, especially in the northern portion of its range (Gynn and Ault 2000, Chen  et al . 2004, Soto 2001).","11.1, 11.3",Bodianus eclancheri,wrasses_and_parrotfishes
183572,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Guzmán and Cortés 1992, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama, Costa Rica and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Dialommus fuscus,blennies
183582,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Halichoeres discolor,wrasses_and_parrotfishes
183583,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Acanthemblemaria atrata,blennies
183612,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Guzmán and Cortés 1992, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama, Costa Rica and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Axoclinus rubinoffi,blennies
183625,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Halichoeres insularis,wrasses_and_parrotfishes
183694,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Platygillellus bussingi,blennies
183703,threats,"This species has a very restricted range, with an area of occupancy estimated to be less than 10 km 2 . In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and relatively shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Thalassoma robertsoni,wrasses_and_parrotfishes
183705,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Platygillellus altivelis,blennies
183709,threats,"Major threats impacting this species are not well understood. In general, fisheries in the South American region, where this species is native, are overexploited or slowly recovering. The industrial fleet is mainly responsible for overfishing and the destruction of marine biodiversity in the Humbolt Current region, which has led to multinational control and a monopoly on these fisheries (Cardenas and Mellillanca 1999). Along with the fisheries pressure, oceanographic environmental changes such as ENSO/global warming may have fatal effects on the marine ecosystems and the survival of this restricted, south eastern Pacific species (Glynn and Ault 2000, Soto 2002, Chen  et al . 2004). As this species is only moderately exploited throughout its range, it is not known whether fishing pressure is a major threat at this time; however, given its suspected sensitivity to environmental conditions, catches should be monitored more closely.","11.1, 11.3",Ethmidium maculatum,clupeiformes
183732,threats,"This species is potentially threatened by increasing coastal development for the tourism industry within its restricted, shallow-range habitat. In addition, localized stochastic events, including future oceanographic environmental changes from ENSO and global warming events, may have detrimental effects on the survival of these shallow water regional endemic species (Soto 2001, Chen  et al.  2004).","11.1, 11.3",Protemblemaria perla,blennies
183739,threats,"This species has a restricted distribution with an area of occupancy estimated to be less than 10 km 2 , and specific habitat type. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Xyrichtys wellingtoni,wrasses_and_parrotfishes
183741,threats,"There are no known major threats known for this species, although there may be some localized declines due to habitat loss from coastal development. Given this species shallow water habitat, future oceanographic environmental changes such as ENSO/global warming may have detrimental effects on the marine ecosystems and the survival of these shallow water regional endemic species (Chen  et al.  2004; Soto, 2001).","11.1, 11.3",Dialommus macrocephalus,blennies
183794,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Platygillellus rubellulus,blennies
183853,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Starksia galapagensis,blennies
183855,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Guzmán and Cortés 1992, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama, Costa Rica and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Axoclinus cocoensis,blennies
183865,threats,"Major threats for this species are unknown. However, given this species' potentially restricted distribution and shallow water habitat, localized stochastic events, including future oceanographic environmental changes such as ENSO and global warming, may have detrimental effects on marine ecosystems and the survival of these shallow water regional endemic species (Soto 2001, Chen  et al.  2004).","11.1, 11.3",Ekemblemaria lira,blennies
183943,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Gobioclinus dendriticus,blennies
183968,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species' restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species. In addition, this species' unique shallow water habitat may be threatened by increases in tourism and coastal development on Malpelo Island.","11.1, 11.3",Acanthemblemaria stephensi,blennies
184001,threats,"In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Labrisomus socorroensis,blennies
184004,threats,"This species has a restricted distribution and shallow water habitat. In the Eastern Tropical Pacific, severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Grove 1985, Edgar  et al . 2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific (e.g. the up-welling zone off the coast of Peru, Ecuador, Colombia, Panama and the offshore islands) appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al . 2004). Given this species’ restricted distribution and shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.","11.1, 11.3",Chaenopsis schmitti,blennies
191211,threats,"The threats to this species are unknown, however, limited information is available. This species may be negatively impacted by estuarine degradation, however it is not known to what extent this species utilizes estuarine habitats, and therefore is not considered a major threat at this time. It is known that this species has an ultimate lower lethal temperature at 5 o C  (Strawn 1963). Therefore, individuals are subject to complete winter  die-offs in shallow impoundments throughout much of its range in the  southern U.S.; however, this species has survived in larger reservoirs  in spite of heavy winter mortality (Strawn 1963, Nobel 1981). At  temperatures below 12 o C, behavioral changes make them more susceptible to predation (Nobel 1981). More research is needed to accurately assess threats to this species.  In the San Francisco estuary (SFE), research was conducted to determine the potential causes of the systemic fish declines observed since 2000, addressing the most significant factors of changes in organic carbon accumulation, altered hydrology, changes to habitat volume&#160;and  Microcystis  seasonal variation.  Microcystis  blooms, seasonally occurring in freshwater reaches of the SFE from the end of June to the beginning of November,&#160;were first observed in the estuary only a year before the population decrease occurred. Subsequently, these blooms were linked to damage of wildlife and ecosystems within&#160;SFE (Lehman &#160;et al. &#160;2005, 2010). Furthermore, competition for food and direct consumption of copepod nauplii by the introduced clam  Corbicula amurensis  has resulted in changes in the abundance of zooplankton and mysid shrimp, which in turn have been linked to declines in planktivorous fishes (Sommer&#160; et al . 2007), including&#160; Dorosoma petenense .",11.3,Dorosoma petenense,clupeiformes
193642,threats," Due to its affinity with coral reefs,  C. axiologa  may be experiencing population declines due to habitat loss.    As of 2008, fifteen percent of the world’s coral reefs were considered under imminent threat of being “Effectively Lost” (with 90% of the corals lost and unlikely to recover soon), with regions in East Africa, South and South-east Asia, and the wider Caribbean being the most highly threatened (Wilkinson  et al.  2008)    Of 704 zooxanthellate reef-building coral species which were assessed by using the International Union for Conservation of Nature Red List Criteria, 32.8% are in categories with elevated risk of extinction (Carpenter  et al.  2008).   Additionally, this species closely resembles  C. coronata , a popular aquarium species, and may be experiencing population declines from harvesting.","11.1, 11.3",Canthigaster axiologus,pufferfishes
193669,threats," Due to its affinity with coral reefs and seagrass beds,    C. compressa  may be experiencing population declines due to habitat loss.          As of 2008, fifteen percent of the world’s coral reefs were considered under imminent threat of being “Effectively Lost” (with 90% of the corals lost and unlikely to recover soon), with regions in East Africa, South and Southeast Asia, and the wider Caribbean being the most highly threatened (Wilkinson  et al.  2008). Of 704 zooxanthellate reef-building coral species which were assessed by using the International Union for Conservation of Nature Red List Criteria, 32.8% are in categories with elevated risk of extinction (Carpenter  et al.  2008).  One-third of global seagrass species are currently experiencing population declines, and 21% of globally assessed seagrass species are in threatened or near-threatened categories primarily due to coastal development and pollution (Short  et al.  2011). ",11.3,Canthigaster compressa,pufferfishes
193691,threats,"There are no major threats known for  C. capistrata . Due to its affinity with reef structures, this fish may be experiencing population decline.                  As of 2008, fifteen percent of the world’s coral reefs were considered under imminent threat of being “Effectively Lost” (with 90% of the corals lost and unlikely to recover soon), with regions in East Africa, South and South-east Asia, and the wider Caribbean being the most highly threatened (Wilkinson  et al . 2008)    Of 704 zooxanthellate reef-building coral species which were assessed by using the International Union for Conservation of Nature Red List Criteria, 32.8% are in categories with elevated risk of extinction (Carpenter  et al.  2008). ",11.1,Canthigaster capistrata,pufferfishes
193697,threats," Due to its association with coral reefs,  C. pygmaea  may be experiencing population declines due to habitat loss.        As of 2008, fifteen percent of the world’s coral reefs were considered under imminent threat of being “Effectively Lost” (with 90% of the corals lost and unlikely to recover soon), with regions in East Africa, South and South-east Asia, and the wider Caribbean being the most highly threatened (Wilkinson  et al.  2008).  Of 704 zooxanthellate reef-building coral species which were assessed by using the International Union for Conservation of Nature Red List Criteria, 32.8% are in categories with elevated risk of extinction (Carpenter  et al.  2008).   In the Red Sea, which includes 17,640 km 2 &#160; of coral reef area, 4% of the reefs have been effectively lost (90% mortality), while another 4% are at a critical stage with 50–90% loss of coral cover as of 2008 (Wilkinson  et al . 2008). ","11.1, 11.3",Canthigaster pygmaea,pufferfishes
193706,threats," Canthigaster marquesensis  is likely to be impacted by habitat degradation due to coral reef loss in parts of its range. In Polynesia Mana, which contains 6,733 km 2  of coral reef, the reefs are mostly healthy and under relatively low threat levels, with only 3% regarded as destroyed (90% loss in coral cover with little prospect for recovery) and 2% regarded as critically threatened (50–90% loss of coral cover) (Wilkinson  et al.  2008). However,&#160;large-scale coral bleaching events have been observed in parts of French Polynesia in response to warming mean monthly temperatures (Mumby &#160;et al . 2001). Global warming is likely to negatively impact the habitat of this species.","11.1, 11.3",Canthigaster marquesensis,pufferfishes
193716,threats," There have been no confirmed population declines in  A. reticularis.  However, because of its affinity with coral reefs, mangroves, and seagrass beds, we infer that  A. reticularis  may be experiencing population declines due to habitat loss in parts of its range.    As of 2008, fifteen percent of the world’s coral reefs were considered under imminent threat of being “Effectively Lost” (with 90% of the corals lost and unlikely to recover soon), with regions in East Africa, South and South-east Asia, and the wider Caribbean being the most highly threatened (Wilkinson  et al.  2008). Of 704 zooxanthellate reef-building coral species which were assessed by using the International Union for Conservation of Nature Red List Criteria, 32.8% are in categories with elevated risk of extinction (Carpenter  et al.  2008).      One-third of global seagrass species are currently experiencing population declines, and 21% of globally assessed seagrass species are in threatened or near-threatened categories primarily due to coastal development and pollution (Short  et al.  2011).      Globally, 16% of mangrove species are at elevated risk of extinction. Particular areas of geographical concern include the Atlantic and Pacific coasts of Central America, where as many as 40% of mangroves species present are threatened with extinction.&#160;(Polidoro  et al.  2010). In the Caribbean, approximately 24% of mangrove area has been lost over the past quarter-century (FAO 2007).  This species is a component of the international marine aquarium trade. ",11.3,Arothron reticularis,pufferfishes
193786,threats," Arothron inconditus  is a limited-range endemic species which is found in shallow waters to depths of 10 m. It is likely to be impacted by coastal development in parts of its range. In particular, south-central Durban is heavily industrialized, and is considered to be one of the most heavily polluted areas of South Africa (Nriagu  &#160;  et al . &#160;1999). ","11.1, 11.3",Arothron inconditus,pufferfishes
195409,threats," Overfishing is a major threat to this species, and its susceptibility to rapid population decline is increased due to heavy exploitation of spawning aggregations (Bullock  et al . 1992, Sadovy and Eklund 1999). Mangrove coverage, which is responsible for biomass production of this species, has been reduced by at least a third since the 1970s to 1990s, and much more of the habitat is unsuitable as juvenile habitat because of anthropogenic impacts (Sadovy and Eklund 1999, Valiela  et al . 2001, Koenig  et al . 2007, C. Koenig pers. comm. 2018). Multiple cohorts were affected by a cold temperature event in 2010, which caused a die-off of juveniles in the Everglades National Park, Florida (Hallac  et al . 2010). Juveniles have also been impacted by past severe red tide events on the West Florida Shelf (SEDAR47 2016). A study conducted in Florida reported that mean mercury concentrations in individuals of this species were within the range known to cause direct health effects in fish after long-term exposure, and concluded this could cause stress on their populations (Adams and Sonne 2013, Koenig and Coleman 2016). Another study conducted off Belize also found elevated levels of mercury (Evers  et al . 2009). Ongoing research on the impacts from high mercury concentrations indicate that older males in particular suffer liver damage and/or mortality, and that egg viability is reduced (C. Koenig pers. comm. 2018). Another potential threat to the recovering population is inbreeding, and related genetics studies are currently in preparation for publication (C. Koenig pers. comm. 2018).  ",11.3,Epinephelus itajara,groupers
196686,threats," This species does not have a restricted range. Due to its likely shallow habitat, it may have been locally threatened by the 2010 oil spill in the Gulf of Mexico in Louisiana and Alabama. Although its habitat may be impacted by coastal development and over-harvesting of oyster reefs, its habitat flexibility permits it to utilize a variety of artificial and natural substrates.&#160; ",11.1,Chasmodes longimaxilla,blennies
16674437,threats," In 1990–1992 a die-off devastated much of, if not the entire, Mediterranean population;  1,000 carcasses were examined in Spain, Italy and France alone, but the toll was undoubtedly much higher because these countries represent only a fraction of the Mediterranean coastline known to have been affected by the process (Bortolotto  et al.  1992, Aguilar and Raga 1993). Immediately after the event, the mean school size was found to be less than one third of original levels, which may be taken as an indication, but not as a proof, for a proportional reduction in overall population size (Forcada  et al.  1994). The primary cause of the die-off was a morbillivirus infection (Domingo  et al . 1990, Van Bressem  et al . 1993). The epidemic started in regions containing unusually large numbers of inbred dolphins that were possibly more susceptible to diseases (Valsecchi  et al.  2004). PCBs and other organochlorine pollutants with potential for causing immunosuppressive effects were suggested to have enhanced its lethality because the individuals that succumbed to the disease were those carrying the highest PCB tissue concentrations (Aguilar and Borrell 1994).     A second outbreak occurred in 2006–2007 affecting the coasts of Spain (Fernández  et al . 2008, Raga  et al . 2008), France and the Italian Ligurian Sea (Garibaldi  et al.  2008). The mortality associated with that event was moderate, with only about 200 carcasses reported, probably because older dolphins were still protected by the immunity developed during the 1990–1992 epidemic (Raga  et al.  2008). Moreover, differently to the previous outbreak, PCB levels in the individuals that succumbed to this event were not significantly different from those in the surviving population, which suggests that pollutants were of no relevance to the 2006–2007 event (Castrillon  et al . in press). Recurrent epidemics may have profound cumulative effects on the population dynamics of Mediterranean Striped Dolphins (Van Bressem  et al.  2009a).     Poxviruses with the potential to cause mortality of neonates and young calves are also circulating in this population (Van Bressem  et al . 2009b). Marine  brucellae  also infect Mediterranean Striped Dolphins (Van Bressem  et al . 2001). These bacteria may limit recruitment by compromising the normal functioning of male and female reproductive systems, inducing abortions and killing neonates and sexually mature individuals (Van Bressem  et al . 2009a). Finally, infection by the protozoan  Toxoplasma gondii  seems to be common in Mediterranean striped dolphins (Domingo  et al.  1992, Cabezon  et al.  2004) and has been suggested as another factor contributing to the death toll during morbillivirus epidemics.     Tissue levels of organochlorine compounds, some heavy metals, selenium and possibly other pollutants such as the brominated flame retardants, polycyclic aromatic hydrocarbons and perfluorinated compounds are high and often exceed threshold levels above which detrimental effects commonly appear in mammals (Aguilar 2000, Marsili  et al . 2001, Kannan  et al . 2002, Pettersson  et al . 2004). Blubber concentrations of DDT and PCB, the two main organochlorine pollutants, show a slowly declining trend in the last two decades (Aguilar and Borrell 2005) but are currently still high. Besides the alleged immunodepressive effect (see above), high PCB levels may have been implicated in the development of unusual luteinized cysts in the ovaries of four of 56 (7.1%) Mediterranean Striped Dolphins (Munson  et al.  1988), although other factors like the morbillivirus infection, stress and food depletion could have contributed to the abnormal surge or release of luteinizing hormone.     The Spanish driftnet fishery in the Alboran Sea reportedly killed 148–170 dolphins per season in the early 1990s (Silvani  et al . 1999); this fishery was halted in 1995 but the nets were transferred to Moroccan boats, which continue operating and are estimated to kill in the order of 1,500–2,000 Striped Dolphins per year (Tudela  et al . 2003). The Italian driftnet fishery ( spadare  fishery) has been claimed to kill 5,000–15,000 dolphins, mostly Striped Dolphins, per year (Di Natale 1992); although fishing effort is declining, current catch levels are thought to be still high. The French  thonaille  driftnet fishery has been estimated to kill 180–472 Striped Dolphins per season (Imbert  et al.  2001). Reports from other fisheries are sparse and bycatch data are not collected systematically, but what evidence there is suggests that incidental catches of Striped Dolphins are widespread and likely to represent a significant toll at least in pelagic purse-seines, drifting long-lines and gill nets (Di Natale and Notarbartolo di Sciara 1994). To this should be added a certain number of direct catches for human consumption or for use as bait, which still continue in several Mediterranean countries (SGFEN 2001).     The diet of Striped Dolphins includes commercial fish and cephalopod species (Pulcini  et al . 1992, Blanco  et al.  1995), so the widespread depletion of fishery resources in the Mediterranean has the potential to affect Striped Dolphin numbers. Global warming may have significant direct and indirect effects on cetacean populations in the Mediterranean (Gambaiani  et al . 2009). Climate variability and change affect biomass in a number of ways, including shifts in species distribution. Azzellino  et al . (2008b) showed a direct effect of sea surface temperature on striped dolphin distribution in the Ligurian Sea.",11.5,Stenella coeruleoalba Mediterranean subpopulation,mammals
17345844,threats,"The greatest threat to Loughlin’s Steller Sea Lions has been intentional culling in Southeast Alaska and Canada in the 1950s and 1960s. Those practices were discontinued in the early 1970s and the population has been increasing ever since. Some are incidentally caught and killed in net fisheries off the west coast of North America. An unknown number may be shot during commercial fishing operations although it is generally believed that this source of mortality has been reduced greatly since the establishment of federal laws prohibiting killing of Sea Lions in Canada and the USA (NMFS 2013). The 2008 Steller Sea Lion Recovery Plan found that there were no apparent threats limiting the recovery of this population, and the increasing population trend and the decision of NMFS to remove this population from the ESA endangered list (NMFS 2013) confirms that conclusion.",11.1,Eumetopias jubatus ssp. monteriensis,mammals
17367725,threats,"The reasons for the large declines in the Western Steller Sea Lion population are unclear, but they have been the subject of intensive and ongoing investigations. Deliberate killing by fishermen, disease, incidental take by fisheries, and reduced food supply have been suggested as factors that may have contributed to the decline (Lowry   et al.   1989, Loughlin and York 2000) but there is no evidence to suggest that intentional killing of Sea Lions currently occurs at any level that could be limiting recovery. In 2008, the US National Marine Fisheries Service released a Recovery Plan that identified and ranked threats to recovery using a weight of evidence approach to assess the relative impact (NMFS 2008). They recognized three threats as “potentially high”: environmental variability, competition with commercial fisheries, and Killer Whale predation. Atkinson   et al.   (2008) reviewed the suspected anthropogenic sources of mortality for Western Steller Sea Lions and concluded that competition with fisheries and the potential impacts of contaminants could not be excluded as continuing threats to recovery.",11.1,Eumetopias jubatus ssp. jubatus,mammals
22694245,threats," Arctic Jaegers have been classified as highly sensitive to changes in sandeel populations (ICES 2017), with decreases in sandeel stocks causing declines in the northernmost Scottish populations. Localised persecution of this species occurs on Iceland, the Faroes, Northern Scotland and across Scandinavia (Furness  et al.  2018), in order to alleviate stresses to other seabirds and due to the species's aggressive behaviour towards humans during the breeding season. However, the level of persecution remains low and has declined in more recent years owing to the increased legal protection for this species. ",11.1,Stercorarius parasiticus,birds
22694740,threats," Some colonies (e.g. Ascension Island) (del Hoyo  et al.  1996) are threatened by predation from introduced rats  Rattus  spp. and domestic cats  Felis catus  (Rodriguez  et al.  2006), and the species has been displaced from nesting colonies on Bird Island by invasive ants  Anoplolepis longipes  (Feare 1999). Colonies have declined in line with observed increases in sea temperatures in Australia, in contrast to the fortunes of Bridled Tern, which have formed new colonies further south (Dunlop and Surman 2012). Variations in sea-surface temperature have been shown to negatively influence the species's foraging success at breeding colonies, hence lowering reproductive success (Erwin and Congdon 2007). Previously, persistent large scale egg-collecting in some areas has encouraged the species to move to suboptimal nesting sites, resulting in higher mortality and reduced reproductive success (van Halewyn and Norton 1984).   ",11.1,Onychoprion fuscatus,birds
