iucn_sid,dimension,text,codes,sciname,taxon
63129,threats,"In Peru this species is probably grouped with  M. mento  and maybe  Triakis maculata  under the local name ""tollo"". The Peruvian tollo fishery probably consists mainly of  M. whitneyi . The abundance of  M. whitneyi  decreases towards the south, and consequently the Chilean tollo fishery probably catches mainly  M. mento , which has a more southern distribution. Thus the Peruvian fishery constitutes the main threat to  M. whitneyi .    In Peru, landings of tollo were high for a 24-year period between 1966 and 1989, averaging 11,276 t per year and reaching a peak of 25,000 t in 1984 (FAO 2006). From 1990 to 2004, there was a substantial drop in landings to an average of 4,806 t. The sharp decline in 1990 between two periods of relative stability is not a typical response to overfishing, indicating that landings may not be a good index of abundance. However, it is thought that the population did decline by an unknown extent during the 1990s, leading to a shift of fishing effort away from tollo. Furthermore, the implementation of a new minimum size regulation in 2001 may have also reduced catches. The effects of the new regulations are not yet known.    The Peruvian tollo fishery has shown remarkable productivity over a period of more than 30 years, but is probably now somewhat depleted.","5.4.2, 5.4.4",Mustelus whitneyi,sharks_and_rays
63135,threats,"About 180 fishing vessels were known to be operating in the coastal fishery off Peru in 2003. Most catches are utilized for human consumption and about 750,000 tonnes were taken in 2001 in this fishery (FAO 2003). Given the restricted known range of the species and its occurrence in shallow estuarine waters, details are urgently required on any fishing activities within the area which may be taking this species, including as bycatch.",5.4.4,Urobatis tumbesensis,sharks_and_rays
63156,threats,"Demersal trawl effort has increased in both effort and efficiency in Venezuela; 150 vessels were permitted to operate out of the port by the Ministry for Fisheries and Agriculture (DGSPAMAC) in 1990, each with between 250 to 650 Horse Power (hp), giving a total nominal horse power of 37,500 to 97,500 hp (Mendoza and Marcano 1994). By 2003 the commercial trawl fleet had increased to about 400 shrimp trawlers operating on the continental shelf (Mendoza  et al.  2003).  In addition an artisanal fleet of 20,000 small vessels and about 1,000 medium and long-range vessels exists (Mendoza  et al.  2003). Bycatch taken by shrimp trawlers off Venezuela was estimated at 96,000 tonnes annually and bycatch/shrimp ratios are typically between 5 and 15:1 in the region (Charlier 2000). Charlier (2000) indicates that although only a small part of this catch is utilized, several species have apparently disappeared from the bycatch.    Overall temporal trends in reported catches for Venezuela showed a steep increase in landings through the 1980s and 1990s, from about 150,000 t/year to over 350,000 t/year (Mendoza  et al.  2003). Data reporting is poor in these artisanal fisheries and official catches for some species, in some areas or time-periods, may under-represent true catches by 200 to 500% (Medoza  et al.  2003). The species is of great concern given its restricted known range and its occurrence in shallow inshore waters, where coastal artisanal fishing pressure is intense.",5.4.4,Urotrygon venezuelae,sharks_and_rays
132805,threats,There are no known major threats to this species.,5.4.2,Cephalopholis polleni,groupers
132808,threats,"Although this species is taken in local fisheries in parts of its range, loss of complex reef structure due to coral mortality is likely to be the more significant threat to its population&#160;in the future. Declines in coral cover within its range are associated with destructive fishing practices, sediment run-off, cyclones, coral bleaching and Acanthaster outbreaks (De’ath  et al . 2012). A study conducted at the Apo Island no-take marine reserve in the Philippines attributed an 82% decline in abundance of this species from 2010-2013 to a concurrent 96% decline in live coral cover (Russ and Cherh &#160;2017) . In contrast, a study conducted at Sumilon Reserve, which is 41 km from Apo, also found declines, but was likely due to overfishing. The conclusions of these studies demonstrate that fishing can have a highly significant effect on abundance that is&#160;mediated by environmental disturbance.",5.4.2,Cephalopholis cyanostigma,groupers
132812,threats,"Fishing may cause localised declines, but this is not considered a major threat to its population on a global level.",5.4.2,Epinephelus amblycephalus,groupers
154717,threats,This species has been&#160;regularly&#160;harvested in large quantities by&#160;the commercial bait fishery in Bermuda.,5.4.2,Anchoa choerostoma,clupeiformes
155123,threats,"In the mid 20th century, the Atlantic Herring was considered to be one of the most commercially valuable food fish species.  Stocks of this species showed a strong reduction in the 1970s from global landings of 4,095,394 t in 1966, to 887,533 t in 1979. This decline was attributed to overfishing. Approximately 10-20% of these landings are taken from Area 21 (Northwest Atlantic) while the rest is taken in Area 27 (Northeast Atlantic). The largest reported catches are from Norway and Iceland. In the last 10 years global catches have shown an increase: 1998 - 2,421,462 t, 1999 -  2,411,408 t, 2000 - 2,381,011 t, 2001 -  1,952,605 t, 2002 - 1,873,503 t, 2003 - 1,958,929 t, 2004 - 2,020,111 t, 2005 - 2,316,050 t, 2006 - 2,244,595 t. While stocks hit critically low levels in the 1970s and showed signs of commercial extinction, they have since recovered (Melvin and Stephenson 2007).         The Northwest Atlantic stock is treated as two separate stocks: Gulf of Maine stock and Georges Bank-Nantucket Shoals stock. The Georges Bank stock crashed in the 1970s due to overexploitation by foreign fishers, while the Gulf of Maine stock continued to support coastal fisheries. The Georges Bank stock is now said to have fully recovered due to recolonisation from Gulf of Maine and Nantucket Shoals. The Bay of Fundy stock declined from approximately 570,000 mt in 1997 to 460,000 mt in 2000 - 2001, however in 2002/ 2003 it showed an increase (Melvin  et al.  2004; NOAA 2005). Despite this increase there are concerns about the stock due to fewer adults in the population.   Current rates of fishing mortality in the U.S. fisheries are calculated to be approximately 10% indicating that stocks are under-utilised, however there is concern that the inshore Gulf of Maine stock is being over-exploited (NOAA 2005).  An average fishing mortality (F) of 0.7 was calculated for the 1970s, this declined to 0.3 in the 1980s, 0.15 in 1991 and has since remained stable at 0.1 since 2002 (TRAC 2006).",5.4.2,Clupea harengus,clupeiformes
161394,threats,"This species is taken as bycatch by bottom trawl fisheries operating across its range off Panama, although no specific catch data are available. Both industrial and artisanal trawl fisheries operate off the Pacific coast of Panama (FAO 2007). Inshore fishing pressure is intense throughout this species' range. There are about 232 vessels with licenses in the industrial fleet, targeting shrimp using beam trawls in surface waters down to 200 m depth (FAO 2007). Legislation introduced in 1988 does not permit the replacement of shrimp vessels, so many are &gt;20 years old and between 18-20 m length with engines between 150-380HP and refrigerated holds (FAO 2007). There are about 4959 vessels registered in the artisanal fishery, including canoes, boats and motor boats. Of these, 2937 vessels are authorized to catch fishes, 2022 to catch shrimp (FAO 2007).  The threat status of this species is of concern given its apparent rarity and restricted range in shallow waters, which are extensively fished by shrimp trawlers (R. Robertson pers. obs. 2007). Although the species may be discarded due to its small size, post-discard survivorship is likely to be very low and the population is strongly suspected to have been depleted through fishing pressure (R. Robertson pers. obs. 2007).  Habitat degradation may also pose a threat.",5.4.4,Urotrygon simulatrix,sharks_and_rays
161400,threats,"This species is taken as bycatch by bottom trawl fisheries in the East China Sea and South China Sea, however no specific information is currently available on its capture. There is concern that the species may have declined, as it was historically (&gt;10 years ago) commonly found on Korean fish markets, but nowadays very few are marketed (C.H. Jeong unpublished data). However no information is currently available on the level of decline and further investigation is required into threats, catch levels and population trends.",5.4.4,Dipturus kwangtungensis,sharks_and_rays
161412,threats,"Taken as unutilized bycatch in gill net fisheries for flounders but no further data are available at this time. Information is required on bycatch, the depths fished, and fishing mortality.",5.4.4,Scyliorhinus tokubee,sharks_and_rays
161436,threats,"This species is caught in artisanal fisheries with trammel nets and longlines. It is also a regular bycatch component in local and regional coastal trawl fisheries for shrimps and finfishes. (Cervigón  et al.  1992, McEachran and Carvalho 2002, M. Stehmann pers. obs.).  Fishing pressure on the inshore coastal environment is fairly intensive across large parts of this species' distribution, and its inshore coastal occurrence and low fecundity may make it susceptible to localised population reductions. Across Caribbean South America and parts of Brazil, trawling and inshore netting is intensive and this eagle ray is reported to be a regular bycatch of coastal trawl and other net fisheries in South America.  Snapper and grouper fisheries operate over extensive areas of the continental shelf and slope off Venezuela, Trinidad and Tobago, Suriname and French Guiana, although no information is available on bycatch (Mendoza  et al.  2003). Approximately 1,000 medium- and long-range vessels target snappers and groupers inside and outside the Venezuelan EEZ using handline and demersal longline gear (Mendoza  et al.  2003). Shrimp trawl fisheries are also intense in many parts of this region. For example, trawl fisheries began off northeastern Venezuela in the late 1960s, subsequently showing considerable increases in both effort and efficiency (Mendoza and Marcano 1994, Mendoza  et al . 2003). Overall temporal trends in total reported catches for Venezuela showed a steep increase in landings through the 1980s and 1990s; from about 150,000 t/year to more than 350,000 t/year (Mendoza  et al . 2003). Bycatch taken by shrimp trawlers off Venezuela was estimated at 96,000 tonnes annually and bycatch/shrimp ratios are typically between 5 and 15:1 in the region (Charlier 2000). Charlier (2000) indicates that, although only a small part of this catch is utilized, several species have apparently disappeared from the bycatch.   Off southern Brazil, where inshore fishing activities are intensive,  Myliobatis  species are a bycatch of various artisanal and industrial fisheries (Vooren and Klippel 2005). Significant declines have been documented for other batoid species which rely on the inshore environment (i.e. the Brazilian guitarfish  Rhinobatos horkelii ), but it is uncertain how this fishing pressure has affected eagle rays.",5.4.4,Myliobatis goodei,sharks_and_rays
161439,threats,"Mobulid rays are taken by surface gill net, longline, purse seine and directed harpoons throughout much of their range, however detailed information on these fisheries is poorly documented (White  et al.  2006a).   Mobula kuhlii  is vulnerable to net gear, in particular gill nets, and is taken as a target or utilised bycatch in Indonesia and likely throughout much of its range. In Indonesia mobulid rays are landed as bycatch by artisanal gillnet fishers who target tuna. White  et al.  (2006a) conducted a study of the bycatch of mobulid rays in the drift gillnet fishery for skipjack tuna off Indonesia. Of 409 mobulid rays observed at four landing sites in eastern Indonesia from April 2001 to October 2005,  M. kuhlii  was the most rarely recorded and composed only 2% of the total rays, in this part of its range.  The high value of gill rakers in some areas is driving a dramatic increase in the catch of mobulids in Indonesia, where some fishers are now targeting devil rays, and their meat, cartilage and skin are also utilised (White  et al . 2006). Although specific catch details are unavailable because of poor documentation in fisheries, mobulid rays appear to be particularly susceptible to overfishing as their fecundity is the lowest of all elasmobranchs (with litter sizes of typically only one pup and a gestation period assumed to be 1–3 years) (White  et al.  2006a).  Directed mobulid fisheries have also been reported in other areas of this species’ range, including India, Sri Lanka and Thailand (Compagno and Last 1999, White  et al.  2006a). Given the vulnerable life-history characteristics of this species, it is highly unlikely to be able to sustain continued directed fishing. Manta rays were targeted in the Philippines until protection was introduced for them in this area in 1988, as a result of international concern for the sustainability of such fisheries (see Conservation Measures below) (White  et al.  2006a). Directed artisanal elasmobranch and ray fisheries using surface and bottom gillnet and line, also operate off Tanzania and a variety of artisanal multi-species artisanal net and line fisheries operate off South Africa (www.wiofish.org).Traditional fisheries for rays operate off Oman, using bottom lines and fixed gillnets. Rays are also often caught incidentally using beach seines off Oman (FAO 2008). Furthermore this species’ preference for coastal waters places it within the range of inshore fisheries, which are known to be intensive in many parts of its range, including India, Sri Lanka, Tanzania and Indonesia (Young  et al.  2005, Flewwelling and Hosch 2006, Mngulwi 2006, Morgan 2006).  A recent review of the state of marine capture fisheries management in the Indian Ocean, noted that directed fisheries for sharks and rays exist in the Maldives, Kenya, Mauritius, Seychelles, South Africa and Tanzania and their status is considered probably fully to overexploited in the southwestern Indian Ocean (Young  et al.  2006). The same review noted that ‘Rays, stingrays, mantas nei’ (a catch category that includes mobulid rays) are moderately to fully exploited in Indonesia, Thailand and Malaysia (Young  et al.  2006). The life-history characteristics of this species, including very low fecundity, make it more vulnerable to exploitation relative to other more productive species of elasmobranchs included under these categories.  Mobulid rays are valuable for their branchial fiter plates, which are exported from Indonesia to Hong Kong, Taiwan and Singapore and ground down for use in traditional Chinese medicines (White  et al.  2006a). The skins, cartilage and flesh are also utilised for human consumption and the cartilage also used as a ‘filler’ for low-grade shark fin soup (White  et al.  2006a).","5.4.2, 5.4.4",Mobula kuhlii,sharks_and_rays
161445,threats,"This species is taken as bycatch of demersal trawl fisheries. Demersal fishing pressure is intensive in areas of its range, although no specific details are available. Pollution and discharge of poor quality, heavily silted riverine waters may also be detrimentally affecting its habitat.",5.4.4,Narcine timlei,sharks_and_rays
161463,threats,"This species is taken by bottom trawls, trammelnets, longlines, and on hook and line (Schneider 1990) and is retained and utilised. They are also easily caught in coastal fisheries along the coast of western Africa, with purse-seines and gillnets (M. Ducrocq pers. obs. 2006). Rhinopterids have been heavily fished in areas along the western African coast and their aggregating habit makes them susceptible to capture in large schools. This species is most common in shallow waters on the continental shelf, where fishing pressure generally intensive. This species is important in fisheries landings in Mauritania, particularly in the trammel-net fishery (B. Séret, M. Ducrocq pers. obs.). Most individuals recorded in catches in the Parc National du Banc d'Arguin (PNBA) were immature and the species is still captured in gillnet fisheries targeting sciaenids there (PNBA unpublished database, M. Ducrocq pers. obs. 2006). The Banc d'Arguin is threatened with overfishing, outside the Park, by international industrial-scale exploitation and by neighbouring pirate fishing fleets within it (UNEP-WCMC 2002).  Fishing pressure from commercial trawl fisheries is generally intensive on the continental shelf and upper slope of the Mediterranean Sea (at depths ranging from 50 to 700-800 m), which this species may be vulnerable to, although no data are available (Colloca  et al.  2003, Massuti and Moranta 2003).  This species has very low fecundity, a generation period inferred to exceed 11 years and is relatively large. These limiting life-history characteristics, combined with its vulnerability to coastal fisheries, which are generally very intensive throughout much of its range, suggest that continued fishing pressure is likely to be unsustainable for this species.  Similar species (such as  R. bonasus ) are known to be destructive to commercial oyster and clam beds, so persecution from aquaculture operators may be possible also.",5.4.4,Rhinoptera marginata,sharks_and_rays
161483,threats,"This species is both a target and utilised bycatch of commercial fisheries. Skates are targeted using set gillnets off southern Korea. Declining catches have led to a decrease in target fishing in recent years, but no species-specific data are available, so it is difficult to identify which species are involved. No information is currently available on the historical abundance of this species, although there is concern that it may have declined. It is rare throughout its relatively small geographic range, except in relatively narrow areas of habitat around the Jeju Strait and the southern Heuksan-do Islands (southeastern Korea).",5.4.4,Hongeo koreana,sharks_and_rays
161506,threats,"Reported in Carpenter  et al . (1997) for the Persian/Arabian Gulf as being taken in trawls and gillnets and utilized for human consumption and fishmeal. Known to be caught in trawls in Kuwait (Compagno  et al . 1996, Bishop 2003). Recorded as being marketed whole in the UAE at least (ABMM, pers. obs., based on photograph supplied by Dr. J. Stevens taken in a Dubai fish market summer 2007), and likely in other range states.  Widespread, rapid and intensive habitat loss is likely to have an important effect on this species, which is probably predominantly demersal. In the Persian/Arabian Gulf this includes changes due to the damming of the Tigris-Euphrates river system in Turkey and the drainage of the Iraqi marshes (Al-Yamani  et al . 2007), chronic and acute (e.g., war-related) releases of oil, rapid large-scale coastal development (e.g., megastructures in the UAE), and changes to benthic communities from demersal trawling.",5.4.4,Paragaleus randalli,sharks_and_rays
161516,threats,"Presumably taken as bycatch by fisheries throughout its range. The status of India’s inshore fisheries resources is portrayed as fully exploited, or overexploited (Flewwelling and Hosch 2006), but species specific data are not available.",5.4.4,Gymnura tentaculata,sharks_and_rays
161521,threats," Eastern Atlantic  The threat status of this species is of concern in the North Atlantic because of intensive fisheries operating on the deep slopes, following depletion of demersal fish stocks on the continental shelves and fishing-banks (Compagno in prep.). In the northeast Atlantic  C. fabricii  is frequently taken as bycatch in deepwater trawl and longline fisheries; however bycatch data is scarcely available.  ICES (2005) gives full description of the mixed trawl, deepwater gillnet and mixed and directed longline fisheries operating in the northeast Atlantic. Many of these fisheries operate throughout much of the species' geographic range in this area and bycatch pressure is likely to be significant. For example, off Iceland, a considerable amount of  C. fabricii , are likely to be discarded by the commercial fishery for Greenland halibut  Reinhardtius hippoglossoides . Records are rare and purely incidental, but Jakobsdottir (2001) estimated a bycatch of 98 and 109 t in 1996 and 1997 respectively based on trawl surveys in the area. Records of the catch proportions of the fleet in this area are needed for a full evaluation of the level of discarding of this species.   C. fabricii,  are landed by the French trawl fishery for mixed deep-water species. Initially this fishery was conducted in ICES sub-areas VIa, VIIc,k but in 2001 when the Irish deep-water trawl fishery started to operate in Subarea VII most of the French fishing fleet moved to Subarea VIa (ICES 2005). In sub-area  XII there have been some French landings of deep-water sharks, but it is not possible to detect any trends from the available data (ICES 2005). Note that this Sub-area contains both the western part of Hatton Bank and the Mid-Atlantic Ridge (ICES 2005) where this species is known to occur. Landings in France (mainly from division Vb and sub-area VI) decreased from about 250 t in 2000 to nearly 30 t in 2004 (ICES 2005). Iceland reported few landings from division Va and the largest annual landings reported by Spain came from sub-area XII in 2000 (85 Tonnes) and 2001 (91 tonnes) (ICES 2005).  Despite the more northerly distribution exhibited by this species, concerns still exist that this species will be vulnerable to the growing trend of the French deep-water trawl and other fisheries to operate in deeper waters to the west of the British Isles. Furthermore, there is still a lack of data available on incidental catches. Although  C. fabricii  has higher ovarian fecundities than other squalid sharks of its size, females still attain a large size at first maturity (Jones  et al.  2005), and therefore this species may also be subjected to overfishing by the deep-water fishery.  The species is occasionally taken as a bycatch off southern Africa, but generally occurs in deepwater beyond the hake fishery zone. The species is not considered to be threatened in this region; however the situation should be monitored if fisheries expand into deeper waters. There is little information on catches of this species in the eastern central Atlantic.   Western Atlantic  In the northwest Atlantic, the species is taken as bycatch in a number of fisheries. In Canadian waters, there is no directed fishery but  C. fabricii  are taken as bycatch in a number of fisheries, primarily the Greenland halibut  R. hippoglossoides , crab, redfish, monkfish and witch fisheries where removals averaged a total of 68t annually between 1996 and 2005 (Kulka 2006).  In the NRA, there are no data on removals but bycatch would be significant on the  R. hippoglossoides  fishing grounds (Kulka 2006). Based on distributional information, it is expected that most of the fish that would be captured in the fisheries in the NRA slope waters would be large juveniles or adults (Kulka 2006). Samples from the Russian  R. hippoglossoides  fleet in the NRA support this (Kulka 2006). Although incidental catch of this species in the NRA has not yet been quantified, recent population trends of adults have been stable (Kulka 2006).  Little information is available on threats in the southwest Atlantic Ocean.",5.4.4,Centroscyllium fabricii,sharks_and_rays
161533,threats,"Bennett's Stingray is presumably taken in demersal trawl and net fisheries operating within its range, but no specific information is available on catches of this species. Ray fisheries are important in many areas of the western central Pacific, with substantial landings off Thailand and Singapore (Compagno 1998). Stingrays are also taken in various intensive demersal fisheries operating off India (Hanfee 1999).",5.4.4,Hemitrygon bennetti,sharks_and_rays
161543,threats,"Taken as bycatch in fisheries throughout much of its range, including Hong Kong, Taiwan, Province of China, Japan (D.A. Ebert pers. obs, Compagno in prep.). It is retained and utilised for its meat and fins, but no catch or landings data are available.",5.4.4,Paragaleus tengi,sharks_and_rays
161545,threats,"This species is taken as bycatch of demersal trawl fisheries. Demersal fishing pressure is intensive in areas of its range, although no specific details are available. Pollution and discharge of poor quality, heavily silted riverine waters may also be detrimentally affecting its habitat.",5.4.4,Narcine prodorsalis,sharks_and_rays
161562,threats,"Presumably taken as bycatch in demersal trawl fisheries. Intensive artisanal fisheries and industrial trawl fisheries operate within this species’ known range and although torpedo rays are of little commercial value, they still suffer fishing mortality as bycatch. Fisheries off western Africa have undergone huge development during the past 20 years, in terms of numbers of boats and improvement of gear (Walker  et al.  2005).",5.4.4,Torpedo bauchotae,sharks_and_rays
161565,threats,"A potential bycatch of fisheries operating on the slope, but no specific information is available. Little specific information is currently available on fisheries operating within this species’ range. Industrial fisheries on the Caribbean coast of Nicaragua are apparently less developed than artisanal fisheries at present (FAO 2007).",5.4.4,Dipturus garricki,sharks_and_rays
161575,threats," Rhinoraja longicauda  is caught as bycatch and retained by the bottom trawl fishery targeting cod and rockfish. However, this is reported to impact this species in the upper part of its bathymetric distribution only (to 500 m depth), offering refuge beyond the range of fishing pressure (H. Ishihara pers. obs.).",5.4.4,Rhinoraja longicauda,sharks_and_rays
161576,threats,"Commonly captured as bycatch in demersal trawls operating off China (Zhu and Meng 2001), but only of low value. One of three most commonly marketed of dasyatids in China, although no information is available on trends. There are difficulties with accurate identification of Dasyatid species.",5.4.4,Hemitrygon sinensis,sharks_and_rays
161593,threats,"It is a potential bycatch of multi species fisheries using gears such as trawls and drift nets, but no catch data are available (Hanfee 1991). The apparently restricted range of this species may make it vulnerable to depletion.",5.4.4,Heteronarce prabhui,sharks_and_rays
161598,threats,"Seine net fishermen targeting prawns are the main fishing threat to this species. Fishers try to avoid catching it, but it is still a regular incidental catch.  Habitat destruction is a major threat to this species. The removal of large areas of mangrove forest and mining practices (which are intense in this area) are most likely heavily impacting this species' shallow water habitat. Estimated mangrove area in Papua New Guinea fell from 545,000 hectares in 1980 to 380,000 hectares in 2005 (a reduction of &gt;30%) (FAO 2007). This was caused primarily by human pressures for rural livelihoods, commercial activities and overexploitation of mangrove forest for timber for housing and carvings (FAO 2007). Pollution from the rivers also poses a significant threat.",5.4.4,Pateobatis hortlei,sharks_and_rays
161600,threats," Mud Skate is taken as bycatch in demersal trawl fisheries operating within its range. It is quite commonly captured by bottom trawl fisheries targeting groundfishes (Pacific Cod, Pollock, rockfishes, Atka Mackerel, flatfishes, etc.) but it is not taken in large numbers. These fisheries only operate in the upper part of its bathymetric range in the EBS and AI (&lt;200 m). Fisheries in Russian waters operate in waters that are &lt;600 m deep, which overlaps with the species distribution in this area. However, the catch rates are likely low and the species has a refuge in deeper waters, particularly in the EBS and AI (D. Ebert and A. Orlov pers. obs. 2007).  ",5.4.4,Bathyraja taranetzi,sharks_and_rays
161618,threats,"Taken as bycatch in inshore fisheries targeting flat fish and other benthic fish in Japan (H. Ishihara pers. obs. 2007). This species is generally discarded because of its relatively small size, but when they are retained and landed, they are marketed for human consumption (H. Ishihara pers. obs. 2007).  This species also is captured and marketed in China and has been observed in Shanghai fish market (Zhu and Meng 2001). This is one of three species of dasyatid captured and marketed in China (Y. Wang pers. obs. 2007).  The East China Sea and Yellow Seas are intensively exploited (NOAA 2004ab). Heavy fishing mortality has resulted in a shift from an older, traditional fishery based on high-value demersal species to faster-growing, smaller, and lower-value species such as shrimp and cephalopods (NOAA 2004a). The Yellow Sea was once one of the most intensively exploited Large Marine Ecosystems (LME) in the world and is considered severely impacted in terms of overfishing, with destructive fishing practices (NOAA 2004b).  Pollution and habitat modification may also pose a threat to this species. The Yellow Sea is affected by both land and sea based sources of pollution and habitat loss, resulting from extensive economic development in the coastal zone (NOAA 2004b). Waste water and sewage discharge into the East China Sea, with eutrophication and frequent red tides as results of coastal development also threaten marine life, particularly in coastal areas and estuaries (NOAA 2004a).",5.4.4,Hemitrygon laevigata,sharks_and_rays
161637,threats,"Presumably, taken as bycatch of trawl fisheries operating in the area, such as the Commonwealth Trawl Sector of the Southern and Eastern Scalefish and Shark (SESS) fishery. This fishery has operated since the 1900s and targets a number of teleost species such as tiger flathead, jackass morwong, eastern school whiting, John Dory etc.  These target species are under quota management, but sustainable catch levels for Sydney skate will be much lower than for the more productive teleost species. Independent surveys off southern New South Wales show catch rates for ""skates"" combined have declined by 83% over 20 years (Graham  et al . 2001). Commercial trawling on the upper slope off NSW began in 1968 and by the early 1980s more than 100 trawlers between 15-25 m were operating off NSW, landing about 15,000 t of fish per year. About 60 of these trawlers regularly fished on the upper slope. By the end of the 1990s, the number of trawlers regularly fishing the NSW slope grounds had reduced to about 40 (Graham  et al.  2001).   D. australis  is still impacted on NSW trawl grounds but also occupies large areas of lightly or non-trawled bottom off central and northern NSW (K. Graham pers. comm. 2007).  Most skates caught off southeastern Australia used to be discarded, but most of the larger ones would now be retained for the local market. In 2005, 29% of  Dipturus australis  were retained based on observer monitored catches (ISMP data) More recently, increasing management of major commercial species has resulted in fishers looking for alternate species to market, including skates and rays. At the Melbourne wholesale fish market the only separate sales figures for batoids are for skates (Family Rajidae). For the year 2002, 43 tonnes of ""flaps"" were sold which equates to 134 tonnes live weight. At the Sydney market, batoids are sold under a number of categories. Common names make it difficult to determine the exact species but most appear to be myliobatids, rhinobatids, rhynchobatids and smaller amounts of dasyatids.",5.4.4,Dipturus australis,sharks_and_rays
161639,threats,"Like other members of the family Hemigaleidae it is possibly caught in artisanal and small commercial inshore fisheries within its range and utilised for human consumption (Compagno In prep.). While the full extent of this species' distribution is currently unknown, extensive artisanal fisheries operate in coastal waters of the southwestern Indian Ocean (www.wiofish.org), for example off Mozambique, and this species is a potential bycatch of these fisheries. Presumed life history characteristics would make it vulnerable to fishing pressure, however due to its small size it is of little commercial value (Bass  et al.  1986).",5.4.4,Paragaleus leucolomatus,sharks_and_rays
161665,threats,"Taken as bycatch in both inshore and offshore trawl fisheries throughout its distribution where both historical and current fishing pressure is high. Batoids are heavily exploited in the Andaman Sea, where intensive trawl fisheries operate on the western coast of Thailand (Simpfendorfer  et al.  2005). Probably not all bycatch of this species is landed, but survival of discards will presumably be very poor. Electric ray species appear to be generally less common now than previously off Thailand (C. Vidthyanon pers. obs. 2007).  Despite species-specific data on catches and population trends generally lacking for most electric rays, significant declines have been documented where data are available for species that have been heavily fished (e.g.,  Narcine bancroftii ). The electric ray,  N. bancroftii , occurs in the western Atlantic, matures at a very early age (two years) and is relatively fecund (up to 20 pups per litter). Despite this, Shepherd and Myers (2005) documented declines in  N. bancroftii , to 2% (95% confidence intervals 0.5–5%) of its baseline abundance in 1972 in the Northern Gulf of Mexico, most probably caused by intense shrimp trawling. Similar declines were also documented in  Narcine bancroftii  in US trawl surveys and diver surveys off Florida (Carvalho  et al.  2007).",5.4.4,Narke japonica,sharks_and_rays
161669,threats,"The species is targeted by commercial fisheries in South Korea. It is both targeted by gillnet fisheries and also as taken as bycatch of gillnets targeting flounder. In Japan, this species is also targeted by a fishery localized around Hokkaido (H. Ishihara pers. comm. 2005). Although specific data on population size and catch size in fisheries is lacking, there have been reported declines in capture rates by fishermen (H. Ishihara pers. comm. 2007).  Landings of skates in Korea, taken by fisheries from adjacent waters, have abruptly declined. In Korea, ""skates"" are known as ""Hong-eo"", and is usually the species  Raja pulchra  (Jeong 1999). The average annual catch from 1991-1993 was 2,700 metric tonnes, but the catch in 2001-2003 was 220 metric tonnes (data from homepage of MOMAF of Republic of Korea 2004), reflecting a serious decline in the biomass collected.  This species is one of the most expensive fishes sold in South Korea (Chyung 1977, Jeong  et al.  1995; Jeong 1999), reaching US $10 to US $ 30 per kilogram. Skates are also valued in Japan, for their dried wings and meat, but are less expensive than in South Korea (US $ 5). This species of Skate is often served at weddings in South Korea as a traditional feast (Ishihara, pers. comm.).  This species is not targeted in China, although it is still taken as bycatch in fisheries operating there.",5.4.4,Beringraja pulchra,sharks_and_rays
161679,threats,This species is taken as bycatch by bottom longlines and presumably also as discarded trawl bycatch (Compagno 2001). The species' apparently restricted range in an area where fishing pressure is generally intensive if of concern.,5.4.4,Cirrhoscyllium formosanum,sharks_and_rays
161695,threats,"Inshore fishing pressure is intense throughout much of this species’ range. Commonly caught in inshore and offshore artisanal fisheries off Pakistan, India, Sri Lanka, and probably elsewhere in its range. Caught irregularly by fishers off Indonesia. Caught in drifting and bottom gillnets and on longlines. Meat is utilized for human consumption and offal is processed into fishmeal (Compagno in prep). Fins are utilized but of lower value due to their small size (White  et al.  2006).  Gill net and trawl fisheries in Indonesia (especially the Java Sea) are very extensive and many shark species are highly exploited as result. Catches of sharks in south-east Asia are very high but are declining and fishers have to travel much further from the ports in order to sustain and increase catches (Chen 1996). Trawl and gill net fisheries are also moving further afield, e.g., in Jakarta the gill net fishery at Muara Baru travels to waters around Kalimantan due to the decline in local shark populations (W. White unpubl. data).  Flewwelling and Hosch (2006) report that generally coastal fisheries in the Eastern Indian Ocean are all overfished and have been under considerable fishing pressures from uncontrolled, open access fisheries management schemes for several years in all countries in the region.",5.4.4,Chaenogaleus macrostoma,sharks_and_rays
161724,threats,"This species is a retained bycatch of commercial bottom trawl and longline fisheries off Japan (Taniuchi 1988). It is captured incidentally by shrimp bottom trawlers using nets with mesh ~2-4 cm in diameter, so both adults and juveniles are retained by the trawl (S. Iglésias pers. obs. 2007). The species is sometimes observed on the Tachi and Nan Fang Hao fish markets, Taiwan. It is apparently still abundant in areas that are heavily fished by trawlers (S. Iglésias, S. Tanaka and K. Nakaya obs. 2007).",5.4.4,Cephaloscyllium umbratile,sharks_and_rays
161733,threats,This species is probably taken in bottom trawls in the Taiwan Straits and elsewhere throughout its range. Often seen in Taiwanese fish markets as a bycatch species. The conservation status of this species is uncertain but it is of concern due to the intense bottom trawling occurring in its range (Compagno in prep.).,5.4.4,Proscyllium habereri,sharks_and_rays
